X,Y,abandono_6meses
1.5667163,13.689599,0
-2.6280975,7.215512,1
9.964391,5.5033913,1
9.159344,-0.77333975,0
-11.883386,16.239922,0
-16.561237,6.0218244,0
-2.33561,10.590013,1
-11.443442,-11.544022,0
10.377956,11.512824,0
9.704699,-9.888764,0
-4.7374067,8.274344,0
-16.886925,-3.7773476,1
10.255846,-13.089837,1
0.3062011,5.0254784,1
1.8554293,0.031776458,0
-6.7927246,3.0312748,0
0.28512347,5.0171447,1
9.540613,-2.4319358,0
10.234418,-13.109361,0
-9.499052,5.1330013,0
-2.3745818,-16.803,1
13.100637,1.6412092,0
0.75745344,-3.2264938,0
9.526063,-2.4435496,0
1.1160101,10.246857,0
-4.660652,-2.1499739,0
10.3763,11.512694,0
13.096676,1.6360277,0
-1.527724,14.387629,0
13.694589,8.6473675,0
-12.665405,-3.3546457,0
2.1326191,-20.514418,0
16.754288,-5.337041,0
17.015137,3.7014208,0
-4.4932423,-2.4043012,1
9.548165,-2.4235985,1
11.746155,-10.768756,0
2.6100454,15.052722,0
9.584007,0.86440265,0
-2.340236,-16.768665,0
11.64193,-10.663473,0
18.722115,6.022255,0
25.344975,-6.9188128,0
-4.7647486,8.288057,1
11.742528,-10.765731,0
11.428768,-15.702904,1
16.811268,8.332815,0
7.540925,-13.013025,0
11.66887,-10.69039,0
5.128821,2.7663684,0
-4.7402716,8.262348,1
11.734646,-10.756287,0
14.328794,-13.656986,0
11.45397,-15.727561,0
-13.161449,0.44282392,0
7.5590296,-13.030541,1
5.12383,2.7585444,0
10.0718355,10.081497,1
-2.8565223,-6.601848,0
-14.330883,4.624747,0
5.1417274,2.7814102,1
6.790006,3.050057,0
-2.8702414,-6.6138163,0
18.713041,6.0095816,0
-8.958909,-3.768879,0
-5.6042924,-7.3390613,1
5.104143,2.745754,0
14.916384,11.546924,0
7.4496255,10.185006,0
-5.1257987,11.838876,0
-11.481208,-11.582194,0
-4.592211,-2.3236837,1
-0.8495054,-8.140399,0
-5.601106,-7.3410983,1
-4.5901523,-7.3811345,1
11.061509,8.179341,0
16.61469,-5.1963444,1
17.016422,3.7000618,1
-4.4109435,-2.4844775,1
14.912921,11.547507,1
-14.313848,4.6082115,0
11.792092,-3.578742,0
7.5638666,-13.035224,0
10.084226,10.0925045,0
7.4800043,10.147724,1
-2.892764,-6.566417,0
-9.79019,-9.165288,0
-11.450132,-11.550864,0
2.577869,15.020491,1
11.059117,8.181486,0
-4.0974097,-12.272183,0
17.015068,3.701389,1
2.563175,15.006126,0
-14.312056,4.606764,1
11.225103,22.338562,1
1.8621627,5.434484,0
1.5641209,13.687105,0
-16.886898,-3.7773607,0
11.835688,-3.6242018,0
8.857794,0.38453186,0
3.2387586,1.4548702,0
-1.3586409,6.0437922,0
20.390474,2.7229989,0
10.059354,10.05787,1
-0.29976743,9.752128,0
-4.5897694,-7.3804684,0
-9.028272,-3.8000977,0
-1.3535688,6.038547,1
13.722376,8.619667,0
10.09142,10.088532,0
0.72380656,-3.2593257,0
0.5287498,-6.4030166,1
-0.29877684,9.752692,0
-5.1320715,11.844646,0
0.32505834,20.59348,1
-8.119248,-5.5665307,0
4.8253946,11.992962,1
-2.625247,7.212806,1
0.70939744,-3.273526,0
-11.824894,-6.9203434,1
-4.6739855,8.332899,1
11.083282,8.157268,0
23.382414,12.984138,0
-4.8688,-2.2053375,1
-16.624905,-7.781309,0
10.003238,10.00471,1
1.9221604,-2.7092905,1
0.54604316,-6.4209723,1
-2.3321474,10.586769,0
-8.133536,-5.552728,0
25.330904,-6.904765,0
22.39031,-11.646727,0
11.876066,-3.6649632,0
-2.6278324,7.214871,1
0.6977927,-3.2852714,1
5.0564656,2.6971512,0
20.313606,6.777697,0
25.349897,-6.923733,0
11.405434,-8.326104,0
11.37968,-8.338724,0
8.824187,0.4214471,0
-15.21045,0.8397853,0
-1.1732023,-4.57739,1
22.382273,-11.6392145,0
-18.08567,2.5470083,0
-1.3634787,6.0486975,0
22.417479,-11.673792,0
5.0767217,2.7156603,0
25.345865,-6.9197288,1
22.405857,-11.662165,0
0.31733766,5.043916,1
11.8373785,-3.6249623,0
1.1160686,10.246957,0
5.0979347,2.7391374,0
20.313604,6.7776785,0
15.209605,-17.35687,0
11.418455,-8.346895,0
16.842865,-7.783722,0
7.830959,-5.5014615,0
1.1162549,10.248144,0
-4.9485955,-2.2001846,0
-4.9333286,-2.1695626,0
-4.8660707,-2.3652904,0
-2.8670743,-6.591632,0
-1.1715055,-4.575285,0
8.77946,0.4461292,0
13.751829,8.589952,0
-4.731037,8.271537,0
10.078701,10.074534,0
6.805078,3.065997,0
-4.313357,1.2611768,1
4.0265884,-2.4126024,1
22.42245,-11.678758,0
-1.2550532,-8.356486,0
0.30570433,5.023257,0
8.096427,17.975708,0
-4.7271132,8.281782,1
6.92067,8.407196,0
11.058567,8.182564,0
-8.984224,-3.7642746,0
0.39787552,17.022558,0
8.843435,0.40169555,0
3.9843833,-2.4734185,0
9.654618,9.811764,1
13.807184,-8.815641,0
16.83721,-13.976241,1
0.30361706,5.0241976,0
8.009498,-8.234356,1
4.4436507,5.9987025,0
-4.664448,-2.5153165,1
5.040179,2.6805415,0
5.1503735,2.7855413,0
16.824585,8.320011,0
9.355402,0.08751424,0
4.887576,16.48592,0
0.32511717,20.593502,0
4.816666,12.00192,0
-8.146055,-5.5393496,0
-4.8867836,-2.1702008,1
-6.8070016,3.045844,1
11.053551,8.18678,0
-2.8899844,-6.5686707,0
8.030208,-8.255322,1
-4.2131453,16.47246,1
4.408936,5.987771,0
1.6135468,-17.80565,0
-7.830766,17.79308,0
11.214907,22.328514,0
9.357186,0.085232675,0
16.776434,-7.720228,0
-2.6250603,7.2124243,1
0.3252685,20.593924,0
-1.3624572,6.047781,1
-6.7890463,3.0273376,1
4.1279254,-16.125957,0
-1.3514441,6.036386,0
1.600539,-17.792358,0
-7.807437,17.816685,0
-1.5414046,14.37422,0
-4.7858367,8.217273,0
4.2310224,-5.5228815,0
-2.6192427,7.2068076,1
-4.806886,-2.5080023,0
-4.878263,-2.598578,0
3.9637916,-2.5526123,0
26.267275,7.0091076,1
13.795338,-8.826277,0
1.8341213,-7.3638163,1
4.1273713,-16.124565,0
-7.885002,8.438028,0
10.022447,-15.328831,1
26.254374,7.0218635,1
6.902806,8.391664,0
3.1873667,1.4020383,0
-1.354243,6.0395284,1
4.9011126,16.499086,0
1.8335016,-7.365474,1
-1.5335051,-8.522606,0
-7.8693075,8.42177,0
-4.9035497,-2.4382694,1
3.3616543,17.810543,1
-5.10885,11.821523,1
3.3856442,17.78674,0
17.02583,3.68994,0
11.05037,8.191754,0
24.168953,-2.1924317,1
0.7329951,-9.251254,0
0.8689933,-15.6982975,1
-4.896248,-2.2933483,0
0.862288,-15.704652,0
-5.109321,11.8218775,1
-1.5564694,-8.535721,0
-9.562695,0.1884726,0
12.601642,18.461578,1
6.5628996,-16.356653,0
-11.880441,16.237045,0
-2.3312643,-16.759241,0
4.447062,6.0251956,0
1.8435045,-7.3490424,0
7.556181,-13.027482,0
12.598442,18.464529,1
-2.3370247,-16.764803,1
-6.846301,3.08461,0
22.387371,-11.644275,0
-16.624043,-7.7803946,0
9.767512,-18.399273,0
-1.4092479,6.0943885,0
4.216447,-5.517861,0
8.009832,-8.235107,0
1.8540378,5.4278526,0
-6.815874,3.0547998,1
-16.61051,-7.7669683,0
-4.773905,-2.5460205,1
6.5618186,-16.356392,0
3.6104255,5.871358,0
7.9982095,-8.223342,0
20.41437,2.7462082,0
7.563616,-13.034711,0
3.5901644,5.8375945,0
20.31412,6.777915,0
16.673256,-5.255789,0
-11.492059,-11.592764,0
1.1275437,10.264134,0
20.448942,-3.15597,0
-18.085674,2.5467997,0
20.31422,6.7779045,0
3.3616393,17.81085,1
1.1195219,10.252267,0
-1.5076289,-8.500579,0
20.461227,-3.1435294,0
24.188097,-2.1732018,1
20.313734,6.7777834,0
12.456806,-1.4966806,0
3.9428391,-2.545989,1
3.7224927,5.989492,1
-0.1985691,0.8405891,1
10.224812,-13.128722,1
7.1215487,3.375748,0
12.456485,-1.4964906,0
3.9602592,-2.546731,1
-4.6573358,-7.3306775,0
16.588963,-5.171266,0
-6.4807043,5.0062666,0
3.276795,-5.794005,1
11.698441,-10.7205715,1
10.225232,-13.122623,1
-4.5882483,-7.3929434,0
14.660107,2.3031201,0
-9.583264,0.20928867,0
-8.137109,12.717265,0
9.548636,-2.4438524,1
9.948316,5.4892445,1
18.72303,6.023855,1
-6.477276,5.002463,1
23.291359,12.893171,1
4.12587,-16.12556,0
9.9491825,5.490338,1
23.285435,12.887213,0
13.793237,-5.498993,1
-5.593737,-7.3306723,1
3.3036804,-12.368627,1
1.5480295,13.671162,1
26.270828,7.005545,0
7.4295716,21.804108,0
-1.5098225,14.405893,1
-5.1298175,-2.4979167,1
12.463267,-1.4938082,0
3.3290133,-12.394648,1
-13.1601715,0.44140586,0
16.84166,-7.785195,0
10.096414,10.059002,1
0.21450235,-11.273757,0
3.720982,5.992207,0
20.313742,6.777758,0
-16.53047,5.992246,0
16.82548,-7.769134,1
-4.9294972,-2.5977418,1
26.316458,1.8049669,0
6.8096833,3.0707116,1
7.5343866,-13.00595,0
1.5380378,13.660859,1
-2.6266246,7.214071,0
0.5241258,-6.398628,1
15.210493,-17.357746,1
1.8206617,-7.379091,0
-6.8325195,3.072826,0
-4.213827,16.472609,0
0.5338685,-6.4092,0
-4.2325544,16.490593,1
13.864736,-3.3382874,0
-6.7966056,3.0345101,0
-4.203988,16.462706,0
6.894157,8.374507,0
-9.529325,5.105502,1
-4.2155437,16.47411,1
1.833761,-7.366224,0
-8.137726,12.71672,0
4.828867,11.989619,1
15.209616,-17.356907,1
1.9617884,0.12723306,0
-5.584277,-7.3376007,1
-8.975737,-3.7474723,1
16.628906,-5.211638,0
-13.173517,0.45464787,0
1.8086522,-7.391361,0
-6.2057877,-11.950343,1
4.444236,5.9898057,0
0.3040669,5.029973,0
0.21536408,-11.2734,0
16.664688,-5.246651,0
-5.1092453,-2.1732368,1
-9.527009,5.107683,1
20.457613,-3.1471534,1
-5.1911073,-2.1654353,1
-5.1423955,-2.6640215,1
-6.5047994,5.030589,0
-8.138994,-5.5472245,0
-6.4939814,5.0186543,1
2.5811398,15.023196,0
-6.5219574,5.0471997,0
-1.254226,-8.355533,1
-8.131607,-5.554759,0
-4.2170677,16.475744,1
23.349873,12.951686,1
4.455231,5.985998,0
-4.29644,1.2781091,1
4.444425,6.0143213,1
4.993849,2.6438987,1
1.835653,5.409684,0
-5.276598,21.521461,1
7.571238,-13.041413,0
23.339382,12.941163,0
1.1245393,10.260207,1
6.474061,-10.979431,0
-8.977291,-3.734815,0
4.4559937,5.986751,0
7.7247777,-19.932362,1
-4.295461,1.2787054,1
4.9723053,2.621982,0
4.174708,-2.2540042,0
-5.2770104,21.521952,1
4.9049096,16.503008,0
7.577022,-13.047688,1
26.300402,6.975985,1
-11.141412,7.721465,1
-7.869214,8.422178,0
-16.633886,-7.7903843,1
-12.700492,-3.319142,1
-5.079536,-2.5715199,1
15.397045,-1.49729,0
-5.2619395,-2.8357198,1
18.971695,-5.141475,0
9.959625,5.4995184,1
-11.150079,7.712629,1
13.027414,11.952308,0
-5.2220244,-2.5257328,1
13.7701645,8.571736,0
18.971144,-5.1412425,1
-12.655864,-3.3639026,1
8.094147,17.978275,0
-11.148659,7.7145667,1
-8.140441,-5.545924,1
-8.163917,-5.5230303,0
6.887426,8.366466,0
1.8058213,5.3796287,0
20.457718,-3.1472669,0
22.447752,-11.703982,0
15.396191,-1.4965273,0
7.727462,-19.926847,0
13.739231,8.602462,1
-6.2162476,-11.94333,1
-6.7881804,3.0288599,0
23.295187,12.89693,0
12.595156,18.470259,1
-0.8005885,-8.098506,1
13.027331,11.953997,1
13.744456,8.59733,0
9.934471,5.474194,1
-6.8184724,3.059511,1
-5.0902767,-2.526012,1
15.210453,14.714507,1
7.568692,6.4857917,0
15.196399,14.724969,1
-7.8313737,17.790462,1
13.112234,1.652147,0
10.009239,-15.340854,1
-9.625412,0.25126466,0
11.609628,-10.630241,0
7.7251806,-19.931366,1
22.420408,-11.676657,0
20.313858,6.777836,0
14.912449,11.548024,1
-9.580095,0.20617405,0
7.5833445,-13.053564,0
7.725264,-19.931387,0
0.3252496,20.593939,1
8.468628,14.795197,0
22.424992,-11.681232,0
4.163347,-2.2664049,0
13.810483,-8.809147,0
14.913318,11.547336,1
23.909256,1.8760415,0
0.32532367,20.59431,0
13.116432,1.656363,0
7.5174103,9.652956,1
6.881776,8.360476,1
10.006464,-15.342193,1
16.322914,15.851251,1
-12.689322,-3.3301723,1
0.73162395,-9.25209,1
13.11008,1.6498276,0
-12.690015,-3.3294165,1
8.735917,0.5010824,1
0.24177548,5.011207,0
0.7314529,-9.252256,0
-0.8071658,-8.105147,1
0.26186547,4.9983335,1
-5.1274157,-2.613737,0
11.454225,-15.728196,0
20.431078,-3.1736887,1
11.035398,8.205699,0
11.06095,8.180385,1
10.386899,11.533901,0
-6.2028937,-11.950003,1
-5.205724,-2.5677922,1
17.036594,3.6811879,1
10.40307,11.514424,1
-6.2340684,-11.919264,1
17.034449,3.681369,0
0.85965914,-15.706576,1
1.7940036,5.3672805,0
0.85495746,-15.713808,1
-0.8232249,-12.9294615,1
8.764458,0.45145926,1
11.904983,-3.6936607,0
9.65409,9.811806,0
1.9293792,0.092105165,1
11.862915,-3.650978,0
3.3716393,17.80063,1
-4.1092606,-12.286931,0
14.913431,11.545279,1
7.852292,-5.479062,0
0.73082817,-9.25236,0
25.365952,-6.939837,0
9.945507,5.485283,1
-6.7654443,3.0072894,0
4.1203375,-16.102953,1
0.6600844,-3.31859,1
3.1727948,1.3896034,1
-0.8569167,-12.895958,1
8.438976,14.76877,1
4.851916,11.966834,0
11.903407,-3.6923776,0
-5.1497912,11.860482,1
7.839234,-5.4933424,0
0.73170674,-9.25219,1
9.941721,5.4808927,0
-6.7818046,3.0240762,1
4.145187,-16.106276,1
0.60698175,-3.3719225,1
0.3069457,5.0441422,0
7.81354,-5.5181055,1
14.337072,-13.665294,0
7.452262,21.82493,1
-13.172427,0.4536248,0
-1.4975517,14.419161,0
3.335672,-12.400926,1
8.530222,-4.572083,0
6.5628924,-16.35665,0
8.496866,-4.613366,0
8.426698,14.754416,1
-0.8407652,-12.912216,1
26.318573,1.8071315,0
-12.760784,11.286331,1
-6.489098,5.0149136,0
4.1490517,-16.127237,0
11.261757,3.4281414,1
-12.499313,-17.149057,1
-5.2587476,-2.843256,1
14.936123,18.093235,0
1.8077343,-7.3916626,1
-5.2102094,-2.5627322,1
-5.1945496,-2.5129623,1
-5.162611,-2.5265086,1
8.768262,0.47077033,0
-11.823749,-6.9194183,0
7.727924,-19.92413,1
7.4371843,21.811096,1
-0.8255213,-8.124262,0
14.327287,-13.655591,1
6.5628796,-16.356863,1
8.473939,-4.631407,1
16.607267,-5.1892505,0
2.1520505,-20.533512,0
-0.84157,-12.910896,0
26.318296,1.8069425,0
8.020419,-8.245773,1
1.8191346,-7.38284,0
4.141736,-16.10341,0
-12.500461,-17.15021,0
25.34784,-6.9216895,0
14.936127,18.093218,0
13.8140335,-5.475425,1
11.387971,-8.346556,0
3.3515534,-12.416853,1
6.5628743,-16.356659,0
-7.832004,17.791866,0
8.464078,14.790663,0
2.5749862,15.017497,1
3.1774046,1.3928374,0
7.5641527,-13.034065,0
-5.2535524,-2.7119153,1
11.873575,-3.661593,0
7.53724,6.4278116,1
-9.546592,5.089361,0
8.037383,-8.262555,1
6.465241,-10.971085,1
8.330794,0.68232274,0
3.1774375,1.3930068,1
-9.531262,5.1020203,1
-5.242855,-2.1734989,0
-5.2127013,-2.4380536,1
22.423428,-11.67966,1
-5.2506447,-2.8582265,1
13.091072,1.6549163,0
-1.4889857,-8.482731,0
3.1754856,1.3907548,0
-8.135702,12.719372,1
-12.782678,11.308185,1
0.651167,-3.327752,1
6.474765,-10.979697,0
11.261453,3.4276836,0
-9.521027,5.1120586,1
26.278828,6.9976063,1
11.2247925,22.338171,1
20.436327,2.7698927,1
6.4744496,-10.979684,1
17.02171,3.6944375,1
3.1303375,-10.63228,1
13.808626,-8.8065605,1
13.814318,-5.4691424,1
1.9265552,0.08572146,0
-1.5337174,-8.524054,0
26.326633,1.815146,0
7.153318,3.405617,1
-11.810853,-6.906289,1
-8.136872,12.71762,1
18.972425,-5.1422076,0
3.282474,-5.7890625,1
3.3294516,-12.394477,1
-5.2035313,-2.682891,1
-1.5077107,14.408038,1
8.748764,0.44791406,0
4.1964955,-5.103817,1
4.1970234,-2.2322567,1
26.227877,7.048603,1
7.5167646,10.115345,1
8.751677,0.4717703,0
3.1199625,-10.620203,1
20.417534,2.7500715,0
0.3913562,17.022902,0
1.8407078,5.413334,0
8.45228,14.778274,1
2.5719547,15.013998,0
7.558311,6.4460764,1
-4.585303,-7.3973804,0
1.1217784,10.255173,1
1.8514111,5.424612,1
1.528647,13.650791,0
26.297842,1.7861719,1
-2.8715274,-6.5871673,0
-8.180204,-5.506413,0
-4.703313,8.302834,0
4.8990517,16.497044,0
1.9381974,0.102581464,1
8.089058,17.983593,0
-5.2415366,-2.1568587,1
9.769055,-18.402126,1
13.863515,-8.858743,0
3.3549545,-12.420209,1
11.072085,8.169008,1
26.30315,1.7915702,0
26.299734,1.7881587,0
1.6137682,-17.805616,0
7.8484983,-5.4817543,0
-7.834704,17.78887,1
18.958017,-5.1274076,0
3.2842834,-5.786657,1
4.8890843,16.486324,0
4.215995,-5.5025544,1
1.9236917,0.08600631,1
4.8482428,16.446175,0
-8.137115,12.717339,0
7.655914,6.508902,0
16.841463,-13.981188,1
-12.499968,-17.149734,1
8.041172,-8.266251,0
9.933388,5.4805903,0
1.8101151,5.3854403,0
-16.8872,-3.7770429,0
-15.212524,0.8388696,0
-12.690106,-3.3287365,0
7.429481,21.804874,1
-8.962476,-3.7305193,1
2.1464224,-20.527874,0
-4.2336864,16.493195,1
7.154082,3.4058223,0
1.9027154,0.076423876,1
23.889761,1.8742017,0
12.460301,-1.4811001,1
16.84135,-13.981069,1
7.594917,6.499688,1
7.116544,3.3675625,0
11.879584,-3.667571,1
4.995937,2.6464932,1
20.451849,2.777855,0
0.2207129,-11.270398,0
-0.21046163,18.726143,1
14.935975,18.092615,1
8.2039175,13.810932,0
8.163487,-5.0416703,0
-11.151068,7.712128,1
4.218074,-5.078932,1
11.383716,-8.346489,0
7.5871253,6.493033,1
23.34922,12.950984,1
4.9797993,2.629492,0
26.229168,7.0474463,0
4.860332,11.958218,0
10.058642,-15.292875,1
-4.2146688,16.473967,1
-11.801393,-6.8966527,0
-5.2856426,-2.8521988,1
-0.8173127,-8.113872,1
-5.258555,-2.459246,1
7.589664,6.489286,1
4.8792076,16.476315,0
11.391669,-8.343327,1
-12.49879,-17.148561,1
8.176688,-5.0228086,0
3.173774,1.3895872,1
9.995252,-15.35324,1
23.369495,12.971271,1
1.8495382,5.4244914,0
4.9600077,2.609534,1
8.161631,-5.0434194,0
9.754837,-18.384956,1
-15.212502,0.83900964,0
-4.2044277,16.463615,1
-4.6125984,-7.420068,1
4.147982,-2.286877,0
-1.5256901,-8.522717,0
-8.923461,-3.6933818,1
15.219597,-17.36694,1
-1.5071298,14.408925,1
-5.247972,-2.4507556,1
4.4389105,6.000611,1
3.7070007,5.9960604,1
16.642311,-5.2247877,0
13.820158,-8.804571,0
3.6826127,6.0193634,1
23.904243,1.8757455,0
-13.186817,0.46790922,1
10.017006,-15.33299,1
-5.236118,-2.5758312,1
16.837723,-13.97745,1
10.367999,11.533768,1
-16.55431,6.014672,0
8.127475,-5.0897827,1
-5.276923,21.52231,1
8.118741,17.95363,1
8.801498,0.44229376,1
9.768814,-18.402107,0
-6.516892,5.0387387,1
4.182827,-2.2492318,0
-1.3373148,6.0223165,1
-9.793793,-9.170319,1
20.455141,2.7885578,1
-5.280948,-2.183914,1
13.862914,-3.3385756,0
20.404263,2.7375631,0
18.723194,6.024802,0
4.984886,2.6348124,1
-8.159529,-5.5237184,1
8.791656,0.44201282,0
-0.16595082,0.8082393,1
14.936301,18.093199,1
4.435137,5.99528,1
-11.134145,7.729487,1
10.227607,-13.122022,0
3.7106109,5.991261,1
-13.169984,0.45119905,0
6.463901,6.668343,0
-5.2770433,21.52227,1
8.096816,17.975382,1
4.8294463,11.989095,0
-6.490735,5.0142736,1
8.335896,0.6819363,1
20.434084,2.7676978,1
22.44675,-11.702971,0
9.705653,-9.889201,0
4.9858046,2.631288,0
26.31282,1.8011762,0
1.8128779,5.3873,1
-2.3381994,-16.766949,0
24.173792,-2.1878586,1
13.716576,8.625279,0
10.227738,-13.125528,0
2.5920274,15.033751,0
-4.9871635,-7.3455653,1
11.629896,-10.650689,0
3.2749724,-5.794286,0
10.027687,-15.323352,1
14.9180975,11.547441,1
-16.887136,-3.77711,1
4.1852293,-2.2464182,1
-15.232052,0.856735,0
1.5464997,13.668856,0
13.7254095,8.617547,1
22.445208,-11.70172,0
15.201326,-17.348772,1
4.1157904,-16.136139,1
-1.5378186,14.378017,1
-0.8522989,-12.90021,0
18.723066,6.024011,1
13.688696,8.653158,0
16.855095,-7.798872,1
7.848522,-5.4808483,0
23.368809,12.970591,1
7.8420916,-5.489738,1
10.367528,11.535946,0
11.669979,-10.69052,0
4.1966014,-2.2307484,1
-15.214678,0.8404089,1
4.8874645,16.485245,1
-1.3508103,6.0357585,0
3.3159997,-12.38185,0
0.65546465,-3.322216,0
7.647381,6.4967017,0
11.2932205,3.460101,1
8.204131,13.812212,1
11.650086,-10.670785,0
6.881471,8.336473,1
-0.83583325,-12.9170885,1
7.4957733,10.140274,0
-5.2422166,-2.4433508,1
18.721945,6.02322,1
20.45006,-3.1547291,1
16.859592,-13.999395,1
26.244667,7.031838,1
-5.2934937,-2.3443353,1
7.579504,-13.0500555,0
12.57817,18.491728,0
18.722881,6.024035,1
9.126805,-0.7465846,1
3.3285367,-12.394817,0
-14.3099,4.6046653,1
11.648612,-10.6692705,1
11.637674,-10.658511,1
20.442085,-3.1627026,0
8.212499,13.822192,0
4.2080717,-5.078114,1
8.084219,17.989136,1
14.936464,18.093197,0
-4.9781203,-7.348316,0
11.281903,3.4478335,0
1.545206,13.668006,0
14.334054,-13.662126,1
9.127935,-0.74898815,1
-4.545389,-7.4082294,1
7.8752184,-5.452591,0
9.998516,-15.353799,1
-0.17039248,0.81610525,1
13.818022,-5.4712715,0
13.107742,1.6466988,0
10.347945,11.528986,0
-11.812477,-6.9078507,0
0.31821495,4.996631,0
4.180556,-5.0559464,1
-2.9278467,-6.527339,0
-5.1347594,-2.5105226,1
0.85989743,-15.706302,1
11.225727,22.339277,0
-6.8012004,3.0457919,1
-2.3398151,10.594603,1
-0.298327,9.753012,0
-4.2526584,16.51243,1
-16.601892,-7.758289,1
0.27933797,5.0156393,1
14.338331,-13.666443,0
7.490619,10.128677,0
3.6681807,6.0211277,1
11.455352,-15.729346,0
11.617908,-10.638714,1
7.597755,-13.067566,1
1.8191686,-7.3804555,1
-9.579939,0.205736,0
7.982823,-8.208559,1
-4.6091166,-7.358981,1
-5.2624626,-2.7547905,1
-5.251575,-2.639404,1
-11.919623,16.276024,1
-0.16631517,0.80826634,0
13.108468,1.6486588,0
8.027592,-8.252821,1
13.834075,-5.4550037,1
10.32577,11.572084,1
14.917281,11.545557,1
-1.1769854,-4.5812287,1
14.6872225,2.3309205,0
-1.508126,14.407679,1
3.3534718,-12.420435,1
5.0251217,2.6718466,1
0.86008066,-15.705947,0
16.844603,-13.984228,1
-4.2408338,16.500479,1
-6.7807627,3.025593,1
26.234535,7.0419726,1
16.830425,-13.970102,1
0.27917394,5.01462,1
11.674888,-10.696389,1
11.886128,-3.6742253,0
-15.215433,0.8408352,1
-4.2222905,16.481611,0
6.4768324,6.6558037,0
-0.81780684,-12.935685,0
8.02233,-8.247549,1
24.16345,-2.1980245,1
11.645198,-10.665571,0
-1.3360157,6.0207505,0
8.007253,-8.232395,1
-2.884446,-6.571108,1
8.483263,14.811665,0
-5.258978,-2.1477106,1
16.820026,-13.959769,1
-5.280958,-2.706069,1
11.701767,-10.722885,1
-4.2762346,16.535719,1
-0.846488,-12.906466,0
-16.610498,-7.766706,0
24.165846,-2.195641,1
-5.270749,-2.845674,1
8.002987,-8.228625,1
24.163433,-2.19818,1
7.8468375,-5.483756,1
8.483784,14.811686,1
11.238324,22.351753,1
6.483572,6.655771,1
-2.3384793,10.593677,1
-16.614183,-7.7705407,1
14.336414,-13.664499,0
-8.976107,-3.74357,0
-2.3784757,-16.807817,1
11.621972,-10.643023,1
11.698988,-10.720239,1
7.5939193,-13.060868,1
-4.2068977,16.466215,1
0.5547597,-6.429047,1
-9.580331,0.20626394,0
-5.5788736,-7.309743,1
24.196384,-2.1651456,1
-4.2341495,16.493395,1
-4.236968,16.496302,1
5.078529,2.717828,1
-6.205451,-11.94817,1
16.856264,-7.7999673,1
-6.2024918,-11.9509115,1
7.6044264,-13.073996,1
-4.6535897,8.3544,0
16.88802,-7.831969,1
-5.3097773,-2.3020897,1
-5.300898,-2.1592255,1
-1.1893158,-4.593351,0
4.1873345,-2.2423375,0
4.1938615,-2.2336588,0
3.724838,6.0148835,1
3.1737528,1.3897235,1
-4.2832317,16.542862,0
11.224438,22.338,1
7.7247095,-19.932339,1
-9.557187,5.0758467,1
4.833784,11.984971,1
13.027492,11.95399,1
11.196928,22.310238,0
7.7249084,-19.932085,1
-9.535753,5.0969024,1
-4.100747,-12.277118,0
7.1919365,3.4437122,1
7.8819385,-5.446799,0
-5.276978,21.522455,1
4.2329817,-2.194373,0
-4.0995173,-12.27689,0
-2.8372395,-6.6111593,1
13.744714,8.597429,0
11.387712,-8.343773,1
7.169542,3.4214323,1
-4.6809487,8.32448,1
3.1721513,1.3882053,1
-6.802787,3.0689814,1
-4.2718816,16.531487,1
7.5234613,9.674891,0
-2.8224492,-6.594492,1
11.3833065,-8.341208,0
-0.16712917,0.8096253,1
4.8389883,11.9798155,0
-8.147407,-5.5393195,1
12.444521,-1.4962978,0
-1.3509921,6.0358214,0
-5.304157,-2.7981663,1
16.828476,8.316904,0
-0.16832274,0.8103494,1
-0.16651943,0.8087253,1
14.663368,2.3064103,0
-7.8780656,8.431417,0
-1.3315547,6.0160484,1
7.62768,-13.096317,0
16.836765,8.308771,1
12.443492,-1.4706553,1
-0.15302561,0.79622185,1
-4.234769,16.494528,0
-5.277024,-2.7766414,1
-5.349601,-2.2555826,1
26.322638,1.8110045,1
7.1775312,3.429315,1
12.451418,-1.4752691,1
4.841001,11.977818,0
-0.7947576,-8.094401,1
7.156074,3.4080687,1
10.040788,-15.300658,1
-12.753632,11.278984,1
1.8383465,5.4137983,1
11.092261,8.149541,1
1.917523,0.09456451,1
5.005817,2.654784,1
-0.786568,-12.96588,0
-9.534737,5.096147,0
-0.790236,-8.096353,1
9.706589,-9.888772,0
8.758664,0.47883892,1
9.989838,-15.360837,0
-5.257069,-2.6628942,1
-4.234497,16.494177,0
11.094126,8.147001,1
13.807163,-8.81417,1
-9.537486,5.09257,1
0.2086566,-11.272488,1
25.357904,-6.931724,1
-16.889484,-3.775108,0
-16.648146,-7.8045,1
20.313768,6.777822,1
26.244007,7.032507,0
13.814843,-8.79305,0
6.820656,8.277098,0
8.835445,0.58000743,1
-16.885944,-3.7769156,1
-2.3377984,-16.766537,1
-18.09289,2.5521345,1
-2.6282423,7.215524,1
8.837213,0.54544055,0
7.161519,7.6359944,0
7.5740843,6.4776435,1
20.422604,-3.1823943,1
16.32269,15.850122,1
13.863387,-3.3393607,1
-8.137374,12.717136,1
16.339289,15.831072,1
-8.149315,-5.537371,0
7.507534,10.120956,1
7.1617336,7.6413713,0
-2.620053,7.207361,0
10.363694,11.546057,0
